219.157872 -0.506150 0.163784 1 1
219.240115 0.705706 0.164344 1 1
218.820094 1.317509 0.164326 1 1
219.352055 -0.273760 0.164367 1 1
219.590423 0.071470 0.163901 1 1
219.451784 0.142203 0.163114 1 1
219.314126 0.645836 0.164483 1 1
220.552604 1.794830 0.164782 1 1
220.329656 2.821445 0.164214 1 1
220.380963 3.114391 0.163975 1 1
218.476168 3.918985 0.16455 1 1
220.736115 6.908556 0.164568 1 1
179.454102 0.163430 0.164688 1 1
178.511588 1.397848 0.160046 1 1
178.599154 1.402437 0.16055 1 1
178.579746 1.365688 0.161368 1 1
178.537005 1.447993 0.163141 1 1
178.537550 1.449240 0.161175 1 1
178.505979 1.302544 0.159866 1 1
178.602310 1.291154 0.157688 1 1
178.394393 1.372829 0.160234 1 1
178.507080 1.389482 0.158887 1 1
178.611306 1.499205 0.159536 1 1
178.537573 1.320672 0.160454 1 1
178.424705 1.310784 0.158326 1 1
178.413196 1.531061 0.156578 1 1
178.624381 1.389886 0.156759 1 1
178.469142 1.430998 0.157377 1 1
178.403992 1.064240 0.16114 1 1
178.730148 1.589924 0.162005 1 1
178.773071 1.503707 0.162196 1 1
178.322672 1.338604 0.16218 1 1
178.044788 1.405046 0.158917 1 1
178.317895 1.201622 0.16206 1 1
178.346700 1.418494 0.161117 1 1
178.078590 1.291358 0.158375 1 1
178.275671 1.415164 0.158766 1 1
178.272709 1.266216 0.15977 1 1
178.253487 1.460745 0.161622 1 1
178.204264 1.461992 0.163541 1 1
178.317027 1.336658 0.162168 1 1
178.121695 1.478812 0.156211 1 1
178.164432 1.443133 0.156802 1 1
178.358366 1.416305 0.159572 1 1
178.402397 1.335221 0.159946 1 1
178.166213 1.173335 0.156645 1 1
178.237567 1.425089 0.158173 1 1
178.169138 1.178349 0.160366 1 1
179.763555 1.796336 0.1621 1 1
180.354494 2.685281 0.163666 1 1
178.352462 1.611109 0.162719 1 1
179.174227 1.914545 0.162313 1 1
179.813922 2.166653 0.162305 1 1
179.647916 1.767705 0.162504 1 1
179.490888 2.069834 0.162112 1 1
179.668117 1.986074 0.161755 1 1
179.411558 1.821613 0.16244 1 1
179.303347 1.797282 0.162343 1 1
178.926637 1.527362 0.161305 1 1
178.444099 1.915691 0.161721 1 1
178.193533 1.101005 0.162673 1 1
177.664109 0.295688 0.159933 1 1
177.537852 0.224022 0.159852 1 1
178.184558 1.318693 0.161428 1 1
178.124199 0.997710 0.159616 1 1
176.416603 0.179095 0.15911 1 1
176.462891 0.927692 0.161096 1 1
176.424960 1.137342 0.161538 1 1
177.676284 1.497759 0.16052 1 1
177.979944 1.731787 0.160106 1 1
177.762370 2.071058 0.160726 1 1
178.566288 4.434674 0.161923 1 1
177.680096 3.257905 0.160325 1 1
178.031007 4.233701 0.160879 1 1
177.551974 3.931955 0.160973 1 1
177.594192 4.188294 0.161012 1 1
177.451802 4.131596 0.160492 1 1
177.724538 5.225526 0.164742 1 1
177.705767 4.940084 0.16313 1 1
177.798170 4.747238 0.161922 1 1
175.496945 0.113922 0.161815 1 1
176.387836 1.436604 0.161479 1 1
175.628088 5.079831 0.164838 1 1
175.010150 5.612700 0.162006 1 1
174.525524 5.481449 0.162159 1 1
173.936642 3.504409 0.16277 1 1
173.314916 3.014739 0.162034 1 1
174.208466 5.276797 0.161754 1 1
172.877272 4.770030 0.161642 1 1
180.269505 1.490979 0.155012 1 1
179.356110 1.596656 0.160179 1 1
179.054366 1.550607 0.161016 1 1
178.931774 1.559808 0.161121 1 1
179.065397 2.480314 0.160338 1 1
178.608926 2.671985 0.159734 1 1
179.930360 2.019637 0.156455 1 1
179.956463 2.892506 0.155809 1 1
177.911311 0.370281 0.158275 1 1
177.469704 0.806217 0.158857 1 1
